node,coord0,coord1,aggregate
925,-0.303381,-0.146947,53
926,-0.404508,-0.0734733,144
927,-0.505635,-0.146947,144
928,-0.404508,-0.22042,53
929,-0.03125,-0.0961777,115
930,-0.132377,-0.169651,60
931,-0.09375,-0.288533,115
932,0.007377,-0.21506,27
933,-0.233504,-0.243124,152
934,-0.334631,-0.316597,152
935,-0.296004,-0.435479,77
936,-0.194877,-0.362006,102
937,-0.15625,-0.480888,73
938,-0.257377,-0.554361,86
939,-0.21875,-0.673243,116
940,-0.117623,-0.59977,93
941,0.046004,-0.333942,87
942,-0.055123,-0.407415,150
943,-0.016496,-0.526297,93
944,0.084631,-0.452824,151
945,0.0818135,-0.0594411,27
946,0.120441,-0.178323,87
947,0.245441,-0.178323,30
948,0.206814,-0.0594411,87
949,0.159068,-0.297206,151
950,0.197695,-0.416088,22
951,0.322695,-0.416088,182
952,0.284068,-0.297206,22
953,0.409068,-0.297206,182
954,0.447695,-0.416088,83
955,0.572695,-0.416088,81
956,0.534068,-0.297206,35
957,0.331814,-0.0594411,30
958,0.370441,-0.178323,171
959,0.495441,-0.178323,47
960,0.456814,-0.0594411,82
961,0.581814,0.0594411,80
962,0.706814,0.0594411,149
963,0.745441,0.178323,149
964,0.620441,0.178323,80
965,0.831814,0.0594411,44
966,0.956814,0.0594411,197
967,0.995441,0.178323,98
968,0.870441,0.178323,44
969,0.909069,0.297206,44
970,1.03407,0.297206,98
971,1.0727,0.416088,121
972,0.947696,0.416088,44
973,0.659068,0.297206,32
974,0.784068,0.297206,51
975,0.822696,0.416088,51
976,0.697695,0.416088,32
977,0.736323,0.53497,32
978,0.861323,0.53497,51
979,0.899951,0.653852,183
980,0.77495,0.653852,175
981,0.986323,0.53497,61
982,1.11132,0.53497,121
983,1.14995,0.653852,121
984,1.02495,0.653852,61
985,1.06358,0.772734,61
986,1.18858,0.772734,192
987,1.22721,0.891616,192
988,1.10221,0.891616,192
989,0.813578,0.772734,175
990,0.938578,0.772734,183
991,0.977206,0.891616,183
992,0.852205,0.891616,175
993,0.236322,0.53497,135
994,0.361322,0.53497,40
995,0.399949,0.653852,126
996,0.274949,0.653852,135
997,0.486322,0.53497,41
998,0.611323,0.53497,43
999,0.64995,0.653852,43
1000,0.52495,0.653852,41
1001,0.563577,0.772734,184
1002,0.688578,0.772734,128
1003,0.727205,0.891616,184
1004,0.602205,0.891616,185
1005,0.313576,0.772734,141
1006,0.438577,0.772734,126
1007,0.477204,0.891616,126
1008,0.352204,0.891616,141
1009,0.123258,0.571707,10
1010,0.161885,0.690589,10
1011,0.0607583,0.764062,130
1012,0.0221311,0.64518,130
1013,0.200513,0.809471,10
1014,0.23914,0.928353,186
1015,0.138013,1.00183,186
1016,0.0993855,0.882944,130
1017,-0.00174157,0.956417,8
1018,0.0368856,1.0753,157
1019,-0.0642415,1.14877,157
1020,-0.102869,1.02989,7
1021,-0.0789959,0.718653,8
1022,-0.0403687,0.837535,8
1023,-0.141496,0.911008,7
1024,-0.180123,0.792126,7
1025,-0.28125,0.865598,15
1026,-0.242623,0.984481,15
1027,-0.34375,1.05795,99
1028,-0.382377,0.939071,99
1029,-0.203996,1.10336,173
1030,-0.165369,1.22225,173
1031,-0.266496,1.29572,174
1032,-0.305123,1.17684,99
1033,-0.40625,1.25031,129
1034,-0.367623,1.36919,129
1035,-0.46875,1.44266,180
1036,-0.507377,1.32378,180
1037,-0.483504,1.01254,29
1038,-0.444877,1.13143,29
1039,-0.546004,1.2049,180
1040,-0.584631,1.08602,95
1041,-0.435758,0.39007,46
1042,-0.397131,0.508952,46
1043,-0.498258,0.582425,16
1044,-0.536885,0.463543,92
1045,-0.358504,0.627834,46
1046,-0.319877,0.746716,15
1047,-0.421004,0.820189,16
1048,-0.459631,0.701307,16
1049,-0.560758,0.774779,17
1050,-0.522131,0.893661,29
1051,-0.623258,0.967133,95
1052,-0.661885,0.848252,95
1053,-0.638013,0.537016,17
1054,-0.599385,0.655898,17
1055,-0.700513,0.729371,66
1056,-0.73914,0.610489,66
1057,-0.505635,0.293893,46
1058,-0.606762,0.367366,92
1059,-0.707889,0.293893,92
1060,-0.606762,0.22042,172
1061,-0.707889,0.440839,146
1062,-0.809016,0.514312,66
1063,-0.910142,0.440839,88
1064,-0.809015,0.367366,146
1065,-0.910142,0.293893,146
1066,-1.01127,0.367366,125
1067,-1.11239,0.293893,156
1068,-1.01127,0.22042,79
1069,-0.707889,0.146946,172
1070,-0.809015,0.22042,2
1071,-0.910142,0.146946,2
1072,-0.809016,0.0734732,33
1073,-0.910142,0.000000109375,34
1074,-1.01127,0.0734733,148
1075,-1.11239,0.000000234375,148
1076,-1.01127,-0.0734729,94
1077,-1.11239,0.146947,79
1078,-1.21352,0.22042,125
1079,-1.31465,0.146947,166
1080,-1.21352,0.0734734,79
1081,-1.31465,0.000000234375,193
1082,-1.41578,0.0734733,166
1083,-1.5169,0.000000109375,193
1084,-1.41578,-0.0734729,193
1085,-1.11239,-0.146946,94
1086,-1.21352,-0.0734729,89
1087,-1.31465,-0.146946,158
1088,-1.21352,-0.220419,187
1089,-0.505635,-0.293893,85
1090,-0.606762,-0.22042,144
1091,-0.707889,-0.293893,54
1092,-0.606762,-0.367366,85
1093,-0.707889,-0.146946,76
1094,-0.809016,-0.0734731,101
1095,-0.910142,-0.146946,101
1096,-0.809015,-0.220419,194
1097,-0.910142,-0.293892,194
1098,-1.01127,-0.220419,108
1099,-1.11239,-0.293892,188
1100,-1.01127,-0.367365,194
1101,-0.707889,-0.440839,190
1102,-0.809015,-0.367366,114
1103,-0.910142,-0.440839,189
1104,-0.809016,-0.514312,189
1105,-0.435758,-0.39007,65
1106,-0.536885,-0.463543,106
1107,-0.498258,-0.582425,110
1108,-0.397131,-0.508952,77
1109,-0.638013,-0.537016,106
1110,-0.73914,-0.610489,190
1111,-0.700513,-0.72937,160
1112,-0.599385,-0.655898,110
1113,-0.560758,-0.774779,195
1114,-0.661885,-0.848252,195
1115,-0.623258,-0.967133,176
1116,-0.522131,-0.893661,176
1117,-0.358504,-0.627834,86
1118,-0.459631,-0.701306,117
1119,-0.421004,-0.820188,116
1120,-0.319877,-0.746715,116
1121,-0.28125,-0.865598,120
1122,-0.382377,-0.93907,118
1123,-0.34375,-1.05795,100
1124,-0.242623,-0.98448,69
1125,-0.483504,-1.01254,161
1126,-0.584631,-1.08601,161
1127,-0.546004,-1.2049,191
1128,-0.444877,-1.13143,191
1129,-0.40625,-1.25031,123
1130,-0.507377,-1.32378,179
1131,-0.46875,-1.44266,123
1132,-0.367623,-1.36919,123
1133,-0.203996,-1.10336,96
1134,-0.305123,-1.17684,96
1135,-0.266496,-1.29572,138
1136,-0.165369,-1.22225,138
1137,0.123258,-0.571706,90
1138,0.0221311,-0.645179,91
1139,0.0607583,-0.764061,153
1140,0.161885,-0.690588,84
1141,-0.0789959,-0.718652,68
1142,-0.180123,-0.792125,68
1143,-0.141496,-0.911007,69
1144,-0.0403687,-0.837534,153
1145,-0.00174157,-0.956417,84
1146,-0.102869,-1.02989,97
1147,-0.0642415,-1.14877,139
1148,0.0368856,-1.0753,139
1149,0.200513,-0.809471,159
1150,0.0993855,-0.882944,112
1151,0.138013,-1.00183,159
1152,0.23914,-0.928353,78
1153,0.236322,-0.53497,21
1154,0.274949,-0.653852,39
1155,0.399949,-0.653852,6
1156,0.361322,-0.53497,39
1157,0.313576,-0.772734,78
1158,0.352204,-0.891616,122
1159,0.477204,-0.891616,136
1160,0.438577,-0.772734,122
1161,0.563577,-0.772734,136
1162,0.602205,-0.891616,162
1163,0.727205,-0.891616,162
1164,0.688578,-0.772734,162
1165,0.486322,-0.53497,6
1166,0.52495,-0.653852,24
1167,0.64995,-0.653852,52
1168,0.611323,-0.53497,24
1169,0.736323,-0.53497,5
1170,0.77495,-0.653852,58
1171,0.899951,-0.653852,103
1172,0.861323,-0.53497,104
1173,0.813578,-0.772734,103
1174,0.852205,-0.891616,177
1175,0.977206,-0.891616,165
1176,0.938578,-0.772734,131
1177,1.06358,-0.772734,164
1178,1.10221,-0.891616,196
1179,1.22721,-0.891616,167
1180,1.18858,-0.772734,167
1181,0.986323,-0.53497,133
1182,1.02495,-0.653852,131
1183,1.14995,-0.653852,163
1184,1.11132,-0.53497,131
1185,0.581814,-0.0594411,63
1186,0.620441,-0.178323,35
1187,0.745441,-0.178323,72
1188,0.706814,-0.0594411,109
1189,0.659068,-0.297206,81
1190,0.697695,-0.416088,19
1191,0.822696,-0.416088,5
1192,0.784068,-0.297206,75
1193,0.909069,-0.297206,111
1194,0.947696,-0.416088,104
1195,1.0727,-0.416088,133
1196,1.03407,-0.297206,178
1197,0.831814,-0.0594411,147
1198,0.870441,-0.178323,75
1199,0.995441,-0.178323,197
1200,0.956814,-0.0594411,197
